% Device,CC1349003
32.85,32.699240014517962,11.199523511858569,36530.269695197436,50456.837758141373,32.312910052676727,1491.3753049923898,1024.7973497278965
33.15,32.997794027026536,11.176308367301644,36526.461327359357,50483.953415730779,32.329411053848688,1491.3185953974153,1024.8156721832195
33.45,33.296343988529166,11.166152868793432,36526.301881567575,50497.908934467981,32.3380467221986,1491.298259265661,1024.825550556325
33.75,33.594891951229904,11.160107776985631,36523.390583538916,50502.325392382409,32.340364466199844,1491.284753824518,1024.8297844234653
34.05,33.893438486967185,11.156191652890861,36525.11833039952,50510.184647003836,32.345380702315232,1491.2819718373207,1024.8357370506858
34.35,34.191983738271851,11.151050567626953,36521.9453125,50512.979206758078,32.346647384307161,1491.2703732897066,1024.8389924354253
34.65,34.49052771141961,11.146682073752739,36523.106832513877,50520.690609988895,32.351504989944353,1491.2658084447548,1024.8449020793
34.95,34.789070435648192,11.144533215315207,36523.036740576026,50523.597196574723,32.353198783165645,1491.2652352373254,1024.8479567805823
35.25,35.08761191244006,11.13877559278362,36522.62157422489,50531.072200351351,32.357725696929123,1491.2553884930253,1024.8538563461909
35.55,35.386152184329596,11.136064052581787,36521.537109375,50533.363368285369,32.358915317761721,1491.2522296087047,1024.8566190630145
35.85,35.684691972454111,11.135571548790377,36520.580099650251,50532.727910972753,32.358279222495227,1491.25467262617,1024.857567472623
36.15,35.983231993924662,11.129940782912588,36509.78723422272,50525.667137945849,32.352468795264251,1491.2328265471292,1024.8554066197705
36.45,36.281770811359145,11.124706029891968,36516.376953125,50542.109495519406,32.363440822710736,1491.2325685333467,1024.866223963531
36.75,36.580308369801806,11.122904628252428,36510.383657568083,50536.334263957004,32.358991840810873,1491.2258197686274,1024.8644403940696
37.05,36.878845940481014,11.119066715240479,36507.154296875,50537.233678674718,32.359058147802855,1491.2173444929219,1024.8665296241256
37.35,37.177382947237867,11.119341761325842,36508.657395929476,50538.929581242381,32.360171646617992,1491.2245914511748,1024.86870194881
37.65,37.475919469321639,11.120731573091627,36510.59554547946,50539.667879648186,32.360733391662677,1491.2350940333974,1024.8702470661567
37.95,37.774454826617756,11.117930611697512,36514.732713967278,50549.314558654769,32.3671494158535,1491.2379075199347,1024.8770891313404
38.25,38.072989529796587,11.118960166055881,36511.691385074417,50543.663518015142,32.363119353736181,1491.2416164066174,1024.875127949002
38.55,38.371524306203227,11.117655820933907,36510.995694511133,50544.525751515204,32.363454773679827,1491.2423731804058,1024.8769760177611
38.85,38.670058651851818,11.108133111340584,36500.605973962927,50543.468782243806,32.3614631353743,1491.2114253190903,1024.8784752585543
39.15,38.968591047602878,11.094466804551685,36499.617961111362,50561.237209505736,32.372389368806239,1491.1814428376108,1024.8907540973744
39.45,39.26712047737545,11.088320016860962,36502.1201171875,50573.315826468512,32.380143064551923,1491.1740895280495,1024.89923015709
39.75,39.565648167985451,11.080850264231525,36497.111042429649,50576.8444689492,32.381652867297518,1491.1545594777301,1024.9030855312424
40.05,39.864173881334331,11.06604814529419,36492.013671875,50590.5353490141,32.389535518266868,1491.1168859222341,1024.9131967153392
40.35,40.162696495595867,11.049639093816438,36486.993613594925,50606.6004137244,32.398915411473347,1491.0753390992406,1024.9247554345022
40.65,40.461216228971161,11.039913654327393,36485.64453125,50618.38505108223,32.406032235584796,1491.0545930374872,1024.9333686792932
40.95,40.759734304963928,11.03393160218563,36481.397854346906,50620.895683964351,32.40698681444632,1491.0396064893193,1024.9365260903505
41.25,41.058251144480728,11.02615353988838,36478.472973331685,50627.765371818685,32.410831929011188,1491.021770028472,1024.9422491618052
41.55,41.356767382578894,11.028577062524171,36477.992982034775,50623.693684503116,32.408092903112319,1491.0319498657957,1024.9410456878547
41.85,41.655282867001858,11.022916316986084,36478.806640625,50632.778201003042,32.413764567675308,1491.023772950505,1024.9478143616052
42.15,41.953797998404475,11.023724568053151,36472.932612689649,50623.489172792069,32.407120272393136,1491.0235557073365,1024.9438595660106
42.45,42.252312125579614,11.012151479721069,36472.923828125,50639.745654551356,32.417197180903351,1490.9998431512518,1024.9551001960733
42.75,42.550824314192852,11.006971283981333,36468.672813886238,50641.12797250224,32.417440689445279,1490.9868129093168,1024.9575615499227
43.05,42.849334321031371,10.986513137817383,36460.85546875,50659.055698333468,32.427648301858518,1490.9319056485354,1024.9704727030444
43.35,43.147840502024252,10.978013947233771,36467.552289986314,50680.3298584943,32.441655310529917,1490.9237438805062,1024.9842247280474
43.65,43.44634530242044,10.976319559654584,36458.972918483822,50670.793128281119,32.434537682728276,1490.9141257029426,1024.9803435476035
43.95,43.744851006774439,10.977377956823009,36456.010123880973,50665.184894286038,32.430544446486032,1490.917985846854,1024.9784064999769
44.25,44.04335618827664,10.980446815490723,36465.51171875,50674.067370184028,32.4371058650398,1490.9416606338439,1024.9843239456077
44.55,44.341860474444104,10.974892186634623,36458.448988919779,50672.075401611364,32.434899813091647,1490.9243429722358,1024.98494491968
44.85,44.640364097463063,10.968377113342285,36455.119140625,50676.624949951045,32.437235510672345,1490.9091076163511,1024.9892678722038
45.15,44.938866040007106,10.966456965468021,36461.213941749607,50687.803328468821,32.444837051352884,1490.916433655543,1024.9968755034993
45.45,45.237366473394076,10.966727952151086,36463.972648262257,50691.256509033417,32.447200574408072,1490.9251781717521,1025.0000219831
45.75,45.535866600713234,10.963004112243652,36457.30859375,50687.240253850294,32.443770547558195,1490.9128400455104,1024.9993671993639
46.05,45.834366072941904,10.955349332226549,36454.283766799446,50693.825041112454,32.447417431928017,1490.8951561693907,1025.0049107101136
46.35,46.132862985589583,10.940730448877275,36452.376844864571,50711.7918717805,32.458332529061565,1490.8616410143086,1025.0173357531589
46.65,46.431356675307974,10.929324920654793,36451.053635453631,50726.048591159182,32.466987987742769,1490.8367359360932,1025.0274353843267
46.95,46.729849277879381,10.925407409667969,36442.115234375,50719.139826049657,32.461473699310034,1490.8211868336553,1025.025192025018
47.25,47.02834224170158,10.923127100245807,36438.122780891805,50716.802408666794,32.459409487284908,1490.815580667263,1025.0253439924613
47.55,47.326834157164548,10.919817924499512,36442.4296875,50727.469950013357,32.46647833804375,1490.8173534085895,1025.0327820120383
47.85,47.625324514463273,10.918248176574707,36443.77734375,50731.562915585113,32.469076091199881,1490.8198791451707,1025.0364354261837
48.15,47.923814467088746,10.920344631619628,36443.87039634621,50728.731544888549,32.46718512459131,1490.8299444172794,1025.0359511058227
48.45,48.222302957834117,10.908309459686279,36442.89453125,50744.375159409676,32.476747584177495,1490.8038902586111,1025.0468657784015
48.75,48.520789458116454,10.905088571450602,36441.7308099736,50747.30666303062,32.478319724669866,1490.7993423854716,1025.050011956951
49.05,48.819275086112654,10.905281007621614,36444.511552787008,50750.90701149356,32.480778200077005,1490.8079267532864,1025.0532467194091
49.35,49.117760200517438,10.902821381975581,36441.006844394549,50749.503021911747,32.479355839920331,1490.8024567851803,1025.0539292471428
49.65,49.416245241516506,10.901658058166504,36438.345703125,50747.44130770921,32.477621221960142,1490.8011914770534,1025.0541406230857
49.95,49.714729657744293,10.900906581694851,36441.668473888509,50753.131248876853,32.481453362524995,1490.808096671864,1025.0586102052987
50.25,50.013213696549478,10.902467980512386,36439.86121212173,50748.407089870583,32.478151494557004,1490.8145715355256,1025.0571226630323
50.55,50.311697901369371,10.906885493722527,36444.1432018136,50748.126300434764,32.47835559500124,1490.8353695451162,1025.0578596494665
50.85,50.610182356114109,10.907625147980383,36440.665926927315,50742.238976749642,32.474126965023935,1490.8378219590122,1025.0557957734304
51.15,50.908666671386321,10.904969987426744,36440.481312241027,50745.734260468409,32.476168265403352,1490.8358391417305,1025.059207337928
51.45,51.207149751492885,10.900782585144043,36441.236328125,50752.704682271469,32.48049846057436,1490.8312009239189,1025.0646692815528
51.75,51.505632159802929,10.893362202040535,36430.688214230628,50748.503315411821,32.476487812300334,1490.8050704747589,1025.0642113321599
52.05,51.80411382125002,10.891329764187155,36434.528564942113,50756.727048459725,32.481968649886049,1490.809435652621,1025.0701889338354
52.35,52.102593927541,10.886915509135491,36434.550865249272,50763.001428716227,32.485774953196668,1490.8033590394689,1025.0752829054532
52.65,52.401072153193276,10.880999060502511,36436.930456019429,50774.68773177066,32.493251359047733,1490.7963968513234,1025.083496319681
52.95,52.699549616759455,10.884066581726074,36435.38671875,50768.196290919674,32.488874015209248,1490.8069018822796,1025.0809072277043
53.25,52.998027615078279,10.882922141963654,36431.573763453489,50764.502427253843,32.485979727208935,1490.804301921225,1025.0802129172807
53.55,53.296505061916569,10.881696701049805,36434.884765625,50770.849925498384,32.490222064189254,1490.8100256548812,1025.0850849843782
53.85,53.5949810355181,10.879978976383733,36438.634743226779,50778.50626279736,32.495336483555327,1490.8150606817596,1025.0907221219059
54.15,53.893456155868577,10.885421475669435,36443.907005570029,50778.150996887765,32.4956129986821,1490.8395788102766,1025.0913356143274
54.45,54.191931611997745,10.877080420548765,36429.641236227908,50770.074946458932,32.4887313772734,1490.8067181044064,1025.0888054028358
54.75,54.490405647832596,10.869960509309127,36436.451581403089,50789.645519608173,32.5016720638169,1490.8020881558457,1025.1014813728318
55.05,54.7888779739161,10.871933173662043,36436.333722166077,50786.688224707155,32.49967837826577,1490.811599035887,1025.100939407886
55.35,55.087350242210519,10.866891147515466,36430.770889181636,50786.07278694299,32.498503532198704,1490.7972849221526,1025.102268057025
55.65,55.385821158235565,10.859977722167969,36432.205078125,50797.863512897959,32.505930914966889,1490.7867280223486,1025.1106180697479
55.95,55.684290394815712,10.860555801911275,36435.857626153971,50802.137350325218,32.508915023328136,1490.7973133103694,1025.1141941882877
56.25,55.982759910730479,10.864557084803213,36432.104496439017,50791.237168067928,32.501514361156573,1490.80747759549,1025.109088990396
56.55,56.281229671157142,10.860996856804622,36431.425338574038,50795.332717669808,32.50387083578569,1490.8026643635496,1025.1129043033252
56.85,56.579698112544477,10.85823042289887,36433.993565591962,50802.832621552639,32.508745925210519,1490.8036983438353,1025.1185395288896
57.15,56.87816571562275,10.852959670950426,36427.118389368465,50800.713140125008,32.5064717323062,1490.7872420193664,1025.1190526082078
57.449999999999996,57.176632576566554,10.850568670537758,36429.251381347873,50807.076055233789,32.510582665222174,1490.78868088607,1025.1240272385489
57.75,57.47509892802826,10.848939312308739,36424.391219032172,50802.60660114685,32.507077049059781,1490.7836224508098,1025.122942143119
58.05,57.773564558479265,10.850724697113037,36433.08984375,50812.20833268659,32.513998993626878,1490.8032339670831,1025.1293698937179
58.35,58.0720291478456,10.849507097508763,36431.538634842043,50811.77062734808,32.513412392839712,1490.8031558508499,1025.1304835188969
58.65,58.370493209447439,10.849104404449463,36433.216796875,50814.681987359552,32.515307938795146,1490.8089573818315,1025.1333850920419
58.949999999999996,58.668957499015946,10.849870681762695,36427.16796875,50805.159511050879,32.508496784775268,1490.8083876629407,1025.129307237924
59.25,58.96742287041733,10.851568222045898,36423.60546875,50797.785529437933,32.50332757967147,1490.8130954493611,1025.1263432113387
59.55,59.265887995652491,10.849776744842529,36426.501953125,50804.363737586507,32.507664176729804,1490.8169281498351,1025.1313879962518
59.85,59.564351873650743,10.848392442120749,36428.388841173291,50808.957333287653,32.5106377849204,1490.8205567796354,1025.1353007967073
60.15,59.862815135052543,10.848098629587138,36427.35460166898,50807.931235164244,32.509744491412079,1490.8233776972747,1025.1360134381321
60.449999999999996,60.161277304058494,10.84272575378418,36429,50817.842719668057,32.516018396030468,1490.8168721677403,1025.1431948304507
60.75,60.459739462195444,10.842605071390285,36418.540209911742,50803.422543331217,32.5056148000703,1490.8088266754726,1025.1364778282648
61.05,60.758200916248462,10.843410968780518,36433.28125,50822.843397540004,32.519405169194663,1490.8332633158991,1025.1484213861716
61.35,61.056661849410553,10.847128391265869,36425.49609375,50806.714133655747,32.508250878733961,1490.8378968286065,1025.1404458497434
61.65,61.355122777101123,10.843325143767016,36430.483749618295,50819.062689491278,32.516449310017329,1490.8392697052982,1025.1488487047195
61.949999999999996,61.653581092487478,10.834060198663551,36431.323687637618,50833.374010177526,32.525380601309067,1490.8221917088329,1025.1587813755405
62.25,61.952037751585038,10.834118162307391,36432.137746363493,50834.4276554364,32.526009886329433,1490.8280955013188,1025.1606167858149
62.55,62.250494934087946,10.829483440503649,36418.787605350328,50822.373236032334,32.516741068871923,1490.8054358977142,1025.1555754052893
62.85,62.54895216800336,10.830772791800793,36425.179419440123,50829.46386768324,32.5218158486253,1490.8210662585327,1025.1606533211193
63.15,62.847407627144442,10.827385576250782,36429.466649923052,50840.252594472564,32.528953506755855,1490.8226282491548,1025.1681576246344
63.449999999999996,63.14586214459856,10.830213160392267,36430.176413379741,50837.230928967358,32.527019692936115,1490.8352446543711,1025.1675123563532
63.75,63.444316907350384,10.833070549925816,36430.913123066166,50834.205056900413,32.525086406684125,1490.8479666686733,1025.1668621721763
64.05,63.74277192009022,10.827774350643765,36422.469556848489,50829.936016098138,32.521277005271841,1490.8295546083618,1025.1661846833142
64.35,64.04122675776874,10.829206125040898,36425.386595149,50831.9755509339,32.522774901365828,1490.8413716545322,1025.1684545664107
64.649999999999991,64.339681284521973,10.829326932034251,36424.226638365275,50830.185433652587,32.521388260351934,1490.8450644604043,1025.1687104549749
64.949999999999989,64.638136734579177,10.830190742784245,36415.531311737061,50816.82591805725,32.511859735740387,1490.8415593583957,1025.1625012646489
65.249999999999986,64.936592425072391,10.829612769178665,36419.660179879465,50823.407462567346,32.516345042738067,1490.8498664278079,1025.1674483992858
65.55,65.235046732051231,10.829034814639886,36423.789063029377,50829.989213310422,32.520830533401679,1490.8581738558805,1025.1723956676981
65.85,65.533500216501551,10.828060152879308,36422.484375955268,50829.551224012044,32.5202727957898,1490.8589883338391,1025.1734888904118
66.149999999999991,65.831953193923326,10.828973771321767,36425.480469352718,50832.436203501318,32.522309257420218,1490.8696209181198,1025.1762687041016
66.449999999999989,66.130407176373822,10.830668449777193,36413.722656598409,50813.624517832352,32.509002522987693,1490.8644967597925,1025.1669740829464
66.749999999999986,66.428862184901192,10.830083847167154,36414.851562623146,50816.028952025779,32.510514794023308,1490.8691913655412,1025.1696092621012
67.05,66.727316644038282,10.831180572545209,36416.433593776957,50816.681186441543,32.510984758289339,1490.8785811671455,1025.1711381026169
67.35,67.025770714835332,10.832277297983296,36418.015625004358,50817.33338094873,32.511454691313453,1490.8879708394297,1025.1726668816284
67.649999999999991,67.324223871045035,10.831070899967433,36421.695312501921,50824.179124011367,32.516051519409075,1490.8941875672426,1025.177811080727
67.949999999999989,67.622675488447641,10.830996513368021,36427.515625000509,50832.406532999907,32.521769178659561,1490.905765671906,1025.1836283497039
68.249999999999986,67.921127557630086,10.830183982849119,36413.93359375,50814.605935571395,32.508877176184519,1490.8922643655133,1025.1750970476219
68.6069322643858,68.276218832584689,10.848108451101219,36438.477312328316,50823.430979674136,32.517182883838,1490.9716222798052,1025.1800202998452
